,real,real,real,real,sys,sys,sys,user,user,user
,average,std,max,len,average,std,max,average,std,max
library,,,,,,,,,,
pydra,0.8140000000000001,,0.8140000000000001,1.0,0.08,,0.08,0.7040000000000001,,0.7040000000000001
pydub,1.004,,1.004,1.0,0.096,,0.096,0.875,,0.875
pydynamic,12.477,,12.477,1.0,0.795,,0.795,10.874,,10.874
pyecharts,2.055,0.20261128629307232,2.2569999999999997,4.0,0.149,0.0206720423116182,0.16,1.7452500000000002,0.1870407709564949,1.925
pyemd,6.406000000000001,,6.406000000000001,1.0,6.3629999999999995,,6.3629999999999995,9.119,,9.119
pyenchant,0.9359999999999999,,0.9359999999999999,1.0,0.122,,0.122,0.764,,0.764
pyephem,1.669,,1.669,1.0,0.156,,0.156,1.4569999999999999,,1.4569999999999999
pyepsg,1.814,,1.814,1.0,0.205,,0.205,1.4909999999999999,,1.4909999999999999
pyevtk,3.11475,0.0816430237885231,3.2110000000000003,4.0,0.3075,0.023671361036774665,0.341,2.739,0.09829208174280037,2.863
pyfaidx,1.73875,0.07241259098619049,1.8419999999999999,4.0,0.196,0.019714630776828328,0.215,1.489,0.08680629777460455,1.6159999999999999
pyfftw,3.2760000000000002,,3.2760000000000002,1.0,0.272,,0.272,2.9219999999999997,,2.9219999999999997
pyflakes,0.9545,0.03950105483823612,0.9990000000000001,4.0,0.1145,0.012714820748507103,0.13,0.8069999999999999,0.04167333280008532,0.855
pyfts,1.109,,1.109,1.0,0.122,,0.122,0.934,,0.934
pygal,1.0939999999999999,0.04207136793592524,1.148,4.0,0.10425,0.024253865671269807,0.13,0.9507500000000001,0.04644979368450774,0.9940000000000001
pygame,2.0575,0.1337971100833897,2.244,4.0,0.21725,0.012175795661885926,0.228,1.74675,0.06901871726809569,1.828
pygithub,3.8920000000000003,0.12529165973838813,3.9930000000000003,4.0,0.35250000000000004,0.030523215208537017,0.392,3.29925,0.0638246295197501,3.358
pyglet,1.6400000000000001,0.026191601707417494,1.6669999999999998,4.0,0.221,0.0298328677803526,0.259,1.3769999999999998,0.03670603946673264,1.415
pygments,1.5005,0.03158586181611431,1.538,4.0,0.13475,0.018997806890972097,0.14800000000000002,1.323,0.020281354326901663,1.3459999999999999
pygraphviz,1.72025,0.06667020823926281,1.7630000000000001,4.0,0.20349999999999996,0.028524842973567204,0.244,1.49675,0.053030651514006426,1.545
pyhamcrest,0.8440000000000001,,0.8440000000000001,1.0,0.092,,0.092,0.72,,0.72
pyhf,8.572,0.18307921782660108,8.783,4.0,0.72475,0.044552403601451976,0.75,7.55725,0.27537656036779906,7.879
pyinstaller,5.5920000000000005,,5.5920000000000005,1.0,0.59,,0.59,4.849,,4.849
pyjet,3.5137499999999995,0.022035955466766788,3.532,4.0,0.304,0.023565511522844862,0.318,3.0637499999999998,0.03947467542615155,3.12
pyjwt,0.91425,0.03595715042473008,0.961,4.0,0.08349999999999999,0.007047458170621993,0.09,0.8027500000000001,0.03418942331579567,0.8420000000000001
pykrige,6.292000000000001,,6.292000000000001,1.0,0.5329999999999999,,0.5329999999999999,5.609,,5.609
pylab-sdk,0.848,,0.848,1.0,0.09,,0.09,0.72,,0.72
pylatexenc,1.67,0.09072669581403991,1.761,4.0,0.17375000000000002,0.01975474626513842,0.201,1.46625,0.09047052927150731,1.5390000000000001
pyld,2.591,,2.591,1.0,0.22399999999999998,,0.22399999999999998,2.278,,2.278
pyldavis,19.535999999999998,1.022049248650312,20.538,4.0,1.7792499999999998,0.22011568927876698,2.003,17.38375,0.6973570940821259,18.086
pylint,3.1497499999999996,0.05604982902144587,3.2319999999999998,4.0,0.27525,0.038274229798477534,0.316,2.73075,0.04953365859022887,2.7910000000000004
pymarc,1.8667499999999997,0.09905007151267826,1.983,4.0,0.2285,0.021047565179849192,0.259,1.56025,0.040119612826313975,1.61
pymatgen,20.1145,0.37868676589850264,20.67,4.0,9.991999999999999,0.20772899011291932,10.238999999999999,22.762,0.3750688825624779,23.121
pymatsolver,9.971,,9.971,1.0,1.163,,1.163,8.443,,8.443
pymc3,18.8955,0.734694721182433,19.904,4.0,1.5034999999999998,0.07698701189161725,1.608,16.828,0.41191665823723767,17.328
pymdown-extensions,1.805,0.13645756361106054,2.002,4.0,0.14575,0.01871496727221289,0.16699999999999998,1.4857500000000001,0.07137401487936623,1.541
pymeeus,2.38525,0.06458263440482022,2.47,4.0,0.30424999999999996,0.019241881404893846,0.33299999999999996,2.027,0.03125166662222462,2.063
pyment,0.938,,0.938,1.0,0.07,,0.07,0.82,,0.82
pymongo,1.74375,0.0578064298615071,1.786,4.0,0.1185,0.00660807586719967,0.128,1.5722500000000001,0.053325259805586944,1.6130000000000002
pymultinest,0.983,,0.983,1.0,0.106,,0.106,0.823,,0.823
pymysql,0.9192500000000001,0.049547115624087215,0.982,4.0,0.1065,0.020920484379350943,0.126,0.7772499999999999,0.05499318139551483,0.823
pynacl,1.781,0.02848391358878429,1.8119999999999998,4.0,0.15475,0.010499999999999985,0.16699999999999998,1.529,0.03837533930360313,1.561
pyneuroml,9.232999999999999,,9.232999999999999,1.0,0.867,,0.867,7.859,,7.859
pynput,2.041,,2.041,1.0,0.172,,0.172,1.815,,1.815
pynv,1.757,,1.757,1.0,0.192,,0.192,1.452,,1.452
pyod,21.281499999999998,0.39537029057159256,21.63,4.0,1.5627499999999999,0.10227210437520759,1.68,18.97925,0.397387615140013,19.429000000000002
pyodbc,1.722,,1.722,1.0,0.184,,0.184,1.507,,1.507
pyomexmeta,0.7509999999999999,,0.7509999999999999,1.0,0.077,,0.077,0.648,,0.648
pyomo,3.28,,3.28,1.0,0.395,,0.395,2.7,,2.7
pyopengl,2.457,,2.457,1.0,0.315,,0.315,2.092,,2.092
pyopenssl,2.402,0.11471413746061696,2.565,4.0,0.2035,0.03156474826976025,0.245,2.1,0.09266067126888292,2.227
pypairix,1.569,,1.569,1.0,0.218,,0.218,1.258,,1.258
pyparsing,0.983,0.03786819245752299,1.008,4.0,0.10300000000000001,0.014809906594348703,0.125,0.8487499999999999,0.050822403196490666,0.879
pypdb,1.75075,0.16966118196766952,1.954,4.0,0.1655,0.04283689998120779,0.226,1.4595,0.12037303130961956,1.607
pypdf2,1.58525,0.07968427281046948,1.6569999999999998,4.0,0.2005,0.043943145085439665,0.263,1.3555,0.05822084391922417,1.432
pyperclip,1.6295000000000002,0.05279835856034422,1.6840000000000002,4.0,0.18475000000000003,0.018080837001274764,0.21,1.4240000000000002,0.062209324059983216,1.476
pypng,1.737,0.027507574714370406,1.7730000000000001,4.0,0.203,0.02404163056034263,0.23,1.4994999999999998,0.03278719262151015,1.5290000000000001
pyppeteer,2.197,,2.197,1.0,0.138,,0.138,1.885,,1.885
pyproj,1.53225,0.041572226305551664,1.57,4.0,0.16025,0.036836349801068334,0.203,1.31025,0.08087181214737313,1.385
pyqt5,3.7910000000000004,0.10571029593500628,3.944,4.0,0.5137499999999999,0.03243840316661718,0.5579999999999999,3.1795,0.02577466456296416,3.2089999999999996
pyqt5-sip,0.9545,0.054052443669705366,1.0090000000000001,4.0,0.10550000000000001,0.014433756729740649,0.12300000000000001,0.7925,0.05944465212840147,0.872
pyqtchart,4.11375,0.2979948265770177,4.383,4.0,0.577,0.052921325254255205,0.628,3.211,0.21322757795369762,3.4960000000000004
pyqtwebengine,6.633749999999999,0.8815536947155664,7.928999999999999,4.0,0.9232499999999999,0.04103961500794076,0.965,4.9670000000000005,0.11415194552291578,5.132000000000001
pyreadline,1.72225,0.03938167932766024,1.768,4.0,0.21499999999999997,0.013140268896284682,0.22699999999999998,1.48575,0.04208226071240311,1.537
pyreadr,6.62125,0.08018883962248166,6.736000000000001,4.0,0.5195,0.05061291007901712,0.5660000000000001,5.94325,0.04996248592694299,6.015
pyreadstat,7.143,,7.143,1.0,0.483,,0.483,6.358,,6.358
pyro-ppl,35.188,,35.188,1.0,4.284,,4.284,24.195999999999998,,24.195999999999998
pyross,33.375,0.4806433188966613,34.065,4.0,9.5825,0.1918167528310986,9.799,36.92475,0.5125585332427911,37.639
pyroutelib3,1.7635,0.13992497989994482,1.9369999999999998,4.0,0.1255,0.010148891565092227,0.136,1.49225,0.10396593993547436,1.6159999999999999
pyrsistent,1.7959999999999998,0.0419682419614325,1.855,4.0,0.1925,0.005000000000000002,0.19899999999999998,1.571,0.018779421361337596,1.5959999999999999
pysal,50.07825,3.521159692961018,55.263999999999996,4.0,4.157500000000001,0.08904867582769939,4.232,41.926,0.8198276241584783,42.918
pyscf,9.95,,9.95,1.0,0.767,,0.767,8.509,,8.509
pyserial,0.9802500000000001,0.04571925196238455,1.038,4.0,0.08875000000000001,0.022425803590209802,0.11900000000000001,0.84725,0.0290674502952472,0.89
pyshp,1.5844999999999998,0.07928640068342944,1.656,4.0,0.18524999999999997,0.021029740844813086,0.19899999999999998,1.3682500000000002,0.07292633269265626,1.432
pysimplegui,1.077,,1.077,1.0,0.146,,0.146,0.88,,0.88
pysocks,0.9302499999999999,0.057662090377185095,1.015,4.0,0.09975,0.007632168761236876,0.111,0.7767499999999999,0.013098982148752351,0.792
pysort,0.90575,0.07228358504298656,0.961,4.0,0.10350000000000001,0.02774286695110416,0.138,0.7325,0.02688865931949749,0.77
pyspark,8.78475,0.4615823328508141,9.382,4.0,1.6452499999999999,0.08311187239698867,1.716,6.857,0.214692027487437,7.178999999999999
pystan,10.54675,0.11935207022363149,10.696,4.0,1.3735,0.07398423255442112,1.482,9.06125,0.17916170535766462,9.222999999999999
pystencils,11.786999999999999,0.28469164605469816,12.004000000000001,4.0,1.35975,0.07303595005201209,1.412,10.23,0.19858163728468534,10.446
pystokes,24.783250000000002,0.5425264202475916,25.281,4.0,9.44775,0.11778900627817473,9.533,28.597250000000003,0.3909265702575537,29.07
pyswarms,10.75075,0.24114501169766414,10.984000000000002,4.0,0.88125,0.03198306843732585,0.927,9.585,0.25110821040605863,9.863
pytesseract,2.46,0.10824355254086332,2.5869999999999997,4.0,0.21525,0.029341381471680347,0.256,2.18125,0.0734682471094372,2.253
pytest,2.553,0.06218788735222761,2.617,4.0,0.17849999999999996,0.021671794265050285,0.19899999999999998,2.2085,0.07465699342102311,2.276
pytest-arraydiff,4.60475,0.14868394892074518,4.74,4.0,0.32599999999999996,0.041673332800085304,0.365,4.05875,0.18230263300347568,4.234
pytest-astropy,7.74025,0.1269209071298605,7.901,4.0,0.40225,0.034615747861341924,0.45299999999999996,6.8382499999999995,0.07271118666798553,6.896
pytest-astropy-header,2.748,,2.748,1.0,0.225,,0.225,2.301,,2.301
pytest-cov,3.26575,0.04278921203605738,3.2910000000000004,4.0,0.197,0.03827096375408734,0.242,2.8607500000000003,0.04977532856077733,2.927
pytest-doctestplus,2.54875,0.26050511831184175,2.767,4.0,0.17025,0.04492493739561581,0.215,2.1837500000000003,0.21845117684889384,2.339
pytest-forked,2.6719999999999997,,2.6719999999999997,1.0,0.20199999999999999,,0.20199999999999999,2.259,,2.259
pytest-notebook,13.28,,13.28,1.0,0.997,,0.997,11.265,,11.265
pytest-openfiles,3.0077499999999997,0.13375443917866797,3.1289999999999996,4.0,0.19624999999999998,0.02451360166655783,0.213,2.5835,0.12942565433483447,2.7230000000000003
pytest-pep8,4.435,,4.435,1.0,0.39,,0.39,3.8310000000000004,,3.8310000000000004
pytest-pylint,4.3389999999999995,,4.3389999999999995,1.0,0.325,,0.325,3.597,,3.597
pytest-remotedata,2.73775,0.20962565841677547,2.911,4.0,0.1985,0.0273556819204591,0.222,2.30675,0.20037360937342344,2.449
pytest-sugar,3.892,0.04004164498785422,3.93,4.0,0.34024999999999994,0.011842719282327009,0.358,3.3775,0.06709446077484083,3.437
pytest-xdist,2.6519999999999997,,2.6519999999999997,1.0,0.193,,0.193,2.22,,2.22
python,0.7407499999999999,0.060151891075842345,0.828,4.0,0.09025,0.030576407026769295,0.13,0.6120000000000001,0.06883313155741207,0.7
python-arango,2.569,,2.569,1.0,0.22899999999999998,,0.22899999999999998,2.109,,2.109
python-awips,4.5,,4.5,1.0,0.52,,0.52,3.8930000000000002,,3.8930000000000002
python-crfsuite,1.024,,1.024,1.0,0.109,,0.109,0.87,,0.87
python-csv,12.954,,12.954,1.0,0.9640000000000001,,0.9640000000000001,11.447000000000001,,11.447000000000001
python-dateutil,1.02775,0.0454120028186381,1.077,4.0,0.10625,0.014568802284333469,0.11800000000000001,0.871,0.051075108092559815,0.932
python-decouple,0.885,,0.885,1.0,0.106,,0.106,0.7509999999999999,,0.7509999999999999
python-dotenv,0.9015,0.04896597458099521,0.951,4.0,0.1065,0.020856653614614213,0.127,0.7675000000000001,0.03642801120017395,0.809
python-editor,0.83775,0.03214939087033119,0.875,4.0,0.10849999999999999,0.015588457268119893,0.12,0.6990000000000001,0.026432303468798723,0.7290000000000001
python-git-info,1.6580000000000001,,1.6580000000000001,1.0,0.184,,0.184,1.44,,1.44
python-graphviz,0.722,,0.722,1.0,0.09699999999999999,,0.09699999999999999,0.599,,0.599
python-igraph,1.3165,0.029782545223670746,1.361,4.0,0.14075000000000001,0.011295279249904942,0.156,1.09525,0.024757153848265077,1.125
python-json-logger,1.6152499999999999,0.0601629731091586,1.666,4.0,0.19125,0.029170475941723468,0.233,1.3662500000000002,0.040582221066209206,1.4080000000000001
python-jsonrpc-server,1.129,,1.129,1.0,0.11,,0.11,0.8540000000000001,,0.8540000000000001
python-language-server,2.637,,2.637,1.0,0.244,,0.244,2.254,,2.254
python-levenshtein,1.59525,0.06804104153621796,1.685,4.0,0.2075,0.015066519173319375,0.23,1.36225,0.07115885983722135,1.452
python-libcombine,1.205,,1.205,1.0,0.14400000000000002,,0.14400000000000002,0.95,,0.95
python-libsbml-experimental,1.912,,1.912,1.0,0.22699999999999998,,0.22699999999999998,1.415,,1.415
python-logging-rabbitmq,1.214,,1.214,1.0,0.11199999999999999,,0.11199999999999999,0.9640000000000001,,0.9640000000000001
python-louvain,4.98875,0.04391184350491358,5.0169999999999995,4.0,0.47450000000000003,0.0531695401522338,0.528,4.38825,0.15839270816549603,4.497
python-multipart,1.819,,1.819,1.0,0.23199999999999998,,0.23199999999999998,1.537,,1.537
python-oauth2,1.765,,1.765,1.0,0.22399999999999998,,0.22399999999999998,1.53,,1.53
python-slugify,0.94775,0.058345951016330125,0.997,4.0,0.1015,0.016340134638368198,0.11800000000000001,0.79975,0.03849999999999998,0.841
python-ternary,5.89475,0.22275752886640351,6.1160000000000005,4.0,0.42850000000000005,0.04935247376440888,0.48700000000000004,5.29325,0.2313934239918384,5.5089999999999995
python-twitter,3.3209999999999997,0.09141480551128814,3.3989999999999996,4.0,0.34825,0.02069420208657485,0.363,2.85725,0.06693964943638893,2.91
python-utils,0.935,,0.935,1.0,0.1,,0.1,0.77,,0.77
python_dateutil,0.996,,0.996,1.0,0.11199999999999999,,0.11199999999999999,0.8390000000000001,,0.8390000000000001
python_speech_features,1.774,,1.774,1.0,0.198,,0.198,1.3659999999999999,,1.3659999999999999
pythran,5.7589999999999995,,5.7589999999999995,1.0,0.556,,0.556,4.753,,4.753
pythreejs,14.39,,14.39,1.0,1.1420000000000001,,1.1420000000000001,12.208,,12.208
pytkdocs,1.496,,1.496,1.0,0.136,,0.136,1.235,,1.235
pytket,16.381,,16.381,1.0,1.421,,1.421,14.579,,14.579
pytket-aqt,17.826,,17.826,1.0,1.6580000000000001,,1.6580000000000001,15.763,,15.763
pytket-cirq,29.721999999999998,,29.721999999999998,1.0,2.375,,2.375,26.366,,26.366
pytket-honeywell,19.691,,19.691,1.0,1.7469999999999999,,1.7469999999999999,17.378,,17.378
pytket-projectq,24.31,,24.31,1.0,2.491,,2.491,21.125,,21.125
pytket-pyquil,24.068,,24.068,1.0,2.207,,2.207,21.211,,21.211
pytket-pyzx,17.635,,17.635,1.0,1.7,,1.7,15.578,,15.578
pytket-qiskit,40.692,,40.692,1.0,6.367000000000001,,6.367000000000001,37.294000000000004,,37.294000000000004
pytket-qsharp,18.282,,18.282,1.0,1.835,,1.835,15.894,,15.894
pytoml,0.92075,0.07662625746657167,1.015,4.0,0.09325,0.01693861466196887,0.111,0.7715,0.029240383034426897,0.7959999999999999
pytorch-lightning,63.326,,63.326,1.0,5.0969999999999995,,5.0969999999999995,34.88,,34.88
pytorch_dp,38.068000000000005,,38.068000000000005,1.0,4.3660000000000005,,4.3660000000000005,30.656,,30.656
pytraj,4.1027499999999995,0.45622244209011326,4.7860000000000005,4.0,0.428,0.03950527390952588,0.46799999999999997,3.37125,0.16675006246875382,3.583
pytrends,7.9005,0.19766722877941378,8.107999999999999,4.0,0.62575,0.06609778110244452,0.6990000000000001,7.06625,0.14201496400027702,7.167999999999999
pyturtle,0.75,,0.75,1.0,0.102,,0.102,0.622,,0.622
pytz,1.2042499999999998,0.005560275772537377,1.212,4.0,0.15225,0.01573478100684381,0.16899999999999998,1.0085,0.01447987108598234,1.028
pyunpack,1.034,,1.034,1.0,0.079,,0.079,0.903,,0.903
pyvcf,2.725,,2.725,1.0,0.24100000000000002,,0.24100000000000002,2.4659999999999997,,2.4659999999999997
pyvis,5.563750000000001,0.39421514853355566,5.876,4.0,0.43500000000000005,0.05487561692895428,0.511,4.7725,0.3685417208403959,5.113
pyvista,10.082,,10.082,1.0,1.193,,1.193,8.604,,8.604
pyviz,62.1355,2.198622220088453,65.38600000000001,4.0,8.619250000000001,0.04950673354874693,8.671,53.638,0.4249760777581074,54.06
pyviz-comms,1.0385,0.07748333154083312,1.089,4.0,0.10550000000000001,0.0156311654502578,0.126,0.87825,0.0951503196701584,0.935
pyvo,7.24775,0.15902279710783596,7.47,4.0,0.57475,0.026285293733695748,0.598,6.350249999999999,0.15187138198708408,6.452999999999999
pywavelets,3.4355,0.06145730225123739,3.5189999999999997,4.0,0.32325,0.02609437998241513,0.35100000000000003,3.0515,0.07400225221797846,3.13
pywin32,0.77925,0.01730847576574358,0.7959999999999999,4.0,0.08524999999999999,0.014430869689661814,0.10099999999999999,0.68225,0.012284814474246926,0.698
pywin32-ctypes,0.9059999999999999,,0.9059999999999999,1.0,0.124,,0.124,0.735,,0.735
pywinpty,8.4765,0.198767032813123,8.758,4.0,1.10825,0.03900747791556554,1.158,7.106000000000001,0.12306366915814997,7.282
pyxlsb,0.8885000000000001,0.026044833140823457,0.925,4.0,0.10750000000000001,0.012767145334803697,0.126,0.7415,0.02768272626265947,0.768
pyyaml,1.06725,0.04714781719938536,1.111,4.0,0.10899999999999999,0.019407902170679517,0.127,0.9127500000000001,0.037579914848227154,0.945
pyzmq,1.515,0.05926775402077143,1.587,4.0,0.14450000000000002,0.02582634314028992,0.16899999999999998,1.32675,0.0502419147724289,1.401
pyzotero,11.776,,11.776,1.0,0.816,,0.816,10.795,,10.795
qcodes,19.66425,0.33333004165041363,20.121,4.0,1.4565000000000001,0.10378985178394538,1.594,17.350500000000004,0.37935779065854747,17.812
qdarkstyle,1.1320000000000001,,1.1320000000000001,1.0,0.156,,0.156,0.9229999999999999,,0.9229999999999999
qgrid,18.1745,0.3159498905417323,18.537,4.0,1.3995,0.1253541649354606,1.551,15.876750000000001,0.3574002191754607,16.373
qiskit,36.18275,0.5194865253305392,36.842,4.0,5.8332500000000005,0.09957367456645684,5.939,33.53875,0.3172647422369336,33.996
qiskit-aer,20.546999999999997,,20.546999999999997,1.0,1.855,,1.855,17.86,,17.86
qiskit-aqua,33.158249999999995,0.8542034788815436,34.431999999999995,4.0,5.670999999999999,0.313437925805626,5.917999999999999,31.0305,0.6330905675072619,31.936999999999998
qiskit-chemistry,0.759,,0.759,1.0,0.10300000000000001,,0.10300000000000001,0.608,,0.608
qiskit-ignis,19.51,,19.51,1.0,1.85,,1.85,17.223,,17.223
qiskit-terra,19.373,,19.373,1.0,1.975,,1.975,16.811,,16.811
qiskit.aqua,34.556,,34.556,1.0,5.749,,5.749,31.614,,31.614
qiskit_aqua,33.13575,0.7293135471112536,34.195,4.0,5.769749999999999,0.1034549016077378,5.89,30.72525,0.36397561731522704,30.982
qpsolvers,4.575,,4.575,1.0,0.511,,0.511,3.895,,3.895
qtawesome,1.1175,0.03287856444554725,1.163,4.0,0.11225,0.0343644680835695,0.155,0.93825,0.033856314034460384,0.961
qtconsole,5.35975,0.0892613204771998,5.465,4.0,0.38925000000000004,0.034461330986097057,0.43700000000000006,4.639749999999999,0.08876701714788748,4.743
qtpy,0.9435,0.04747279922931308,0.991,4.0,0.11699999999999999,0.01753092505640628,0.136,0.79525,0.03031363829477859,0.8290000000000001
quadprog,4.149,,4.149,1.0,0.521,,0.521,3.51,,3.51
quadpy,14.325999999999999,,14.325999999999999,1.0,1.3430000000000002,,1.3430000000000002,12.72,,12.72
quandl,7.678,0.09249504491232709,7.812,4.0,0.5295,0.0676091709755415,0.584,6.92125,0.10529442846925298,7.0360000000000005
quantecon,17.0985,0.40884675205590754,17.660999999999998,4.0,1.5812500000000003,0.02663800543083751,1.607,15.167750000000002,0.21539324501942914,15.383
